dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,27.637727,89.024195,22.747796,10.873696,0.283446,-2.644874,6.053489
0.020000,27.849532,88.974446,22.965366,10.878468,0.238571,-2.243767,6.051480
0.020000,28.061315,88.924253,23.183016,10.882499,0.201588,-1.849161,6.049475
0.020000,28.273053,88.873623,23.400722,10.885323,0.141197,-3.019534,6.047475
0.020000,28.484735,88.822558,23.618477,10.887717,0.119696,-1.075041,6.045481
0.020000,28.696335,88.771068,23.836251,10.888740,0.051155,-3.427079,6.043491
0.020000,28.907842,88.719155,24.054036,10.889221,0.024017,-1.356879,6.041507
0.020000,29.119233,88.666826,24.271808,10.888603,-0.030901,-2.745913,6.039529
0.020000,29.330493,88.614086,24.489551,10.887143,-0.072981,-2.103991,6.037557
0.020000,29.541604,88.560942,24.707249,10.884899,-0.112200,-1.960964,6.035590
0.020000,29.752554,88.507398,24.924888,10.881948,-0.147526,-1.766273,6.033630
0.020000,29.963348,88.453453,25.142475,10.879378,-0.128509,0.950830,6.031676
0.020000,30.173979,88.399113,25.360003,10.876381,-0.149874,-1.068245,6.029729
0.020000,30.384451,88.344377,25.577476,10.873659,-0.136078,0.689782,6.027787
0.020000,30.594761,88.289247,25.794891,10.870759,-0.145027,-0.447430,6.025852
0.020000,30.804908,88.233727,26.012248,10.867862,-0.144824,0.010129,6.023924
0.020000,31.014893,88.177816,26.229550,10.865067,-0.139783,0.252077,6.022001
0.020000,31.224712,88.121518,26.446790,10.862009,-0.152864,-0.654061,6.020086
0.020000,31.434370,88.064833,26.663976,10.859303,-0.135304,0.877978,6.018176
0.020000,31.643860,88.007765,26.881100,10.856222,-0.154071,-0.938309,6.016273
0.020000,31.853187,87.950314,27.098167,10.853351,-0.143552,0.525906,6.014377
0.020000,32.062346,87.892483,27.315175,10.850369,-0.149106,-0.277679,6.012487
0.020000,32.271338,87.834273,27.532122,10.847344,-0.151243,-0.106861,6.010604
0.020000,32.480165,87.775687,27.749011,10.844452,-0.144609,0.331721,6.008728
0.020000,32.688820,87.716726,27.965837,10.841313,-0.156938,-0.616462,6.006858
0.020000,32.897311,87.657392,28.182606,10.838444,-0.143464,0.673697,6.004995
0.020000,33.105630,87.597688,28.399312,10.835309,-0.156722,-0.662878,6.003139
0.020000,33.313781,87.537614,28.615958,10.832297,-0.150618,0.305171,6.001289
0.020000,33.521761,87.477173,28.832543,10.829246,-0.152543,-0.096235,5.999446
